Date,Price,Open,High,Low,Vol.,Change %
1/22/2019,48.47,49.04,49.15,48.18,901.79K,-3.41%
1/23/2019,48.46,49.02,49.12,48.09,803.57K,-0.02%
1/24/2019,48.37,48.14,48.41,47.98,886.86K,-0.19%
1/25/2019,48.76,48.93,49.01,48.66,782.17K,0.81%
1/28/2019,48.83,48.52,48.93,48.2,743.80K,0.14%
1/29/2019,48.78,49.04,49.11,48.63,674.17K,-0.10%
1/30/2019,49.2,48.77,49.26,48.31,922.06K,0.86%
1/31/2019,50.12,50.04,50.54,49.69,1.58M,1.87%
2/1/2019,46.15,50,50.04,45.12,6.96M,-7.92%
2/4/2019,46.29,45.89,46.42,45.81,1.98M,0.30%
2/5/2019,45.86,46.2,46.22,45.76,1.61M,-0.93%
2/6/2019,44.22,44.49,44.67,43.98,2.82M,-3.58%
2/7/2019,43.06,42.93,43.15,42.43,3.05M,-2.62%
2/8/2019,44.29,44.4,44.5,43.67,2.08M,2.86%
2/11/2019,44.59,44.51,44.7,44.2,2.04M,0.68%
2/12/2019,44.28,44.03,44.48,44.03,1.15M,-0.70%
2/13/2019,45.06,44.53,45.34,44.48,1.47M,1.76%
2/14/2019,45.12,45,45.41,44.94,730.12K,0.13%
2/15/2019,45.79,45.55,46.05,45.52,1.45M,1.48%
2/19/2019,46.22,46.22,46.49,46.12,1.66M,0.94%
2/20/2019,46.88,47.45,47.5,46.65,2.23M,1.43%
2/21/2019,47.64,47.85,48.05,47.44,2.22M,1.62%
2/22/2019,47.89,47.9,48.15,47.78,1.19M,0.52%
2/25/2019,48.46,48.55,48.74,48.39,996.79K,1.19%
2/26/2019,48.19,48.17,48.36,47.98,1.31M,-0.56%
2/27/2019,48.43,48.36,48.48,48.14,866.82K,0.50%
2/28/2019,47.99,48.21,48.24,47.92,800.91K,-0.91%
3/1/2019,47.89,47.82,48.06,47.69,968.96K,-0.21%
3/4/2019,47.62,47.78,47.87,47.23,1.23M,-0.56%
3/5/2019,47.66,47.75,47.9,47.53,638.33K,0.08%
3/6/2019,47.53,47.68,47.81,47.52,685.40K,-0.27%
3/7/2019,46.4,47,47,46.14,1.36M,-2.38%
3/8/2019,45.95,45.28,46,45.19,1.07M,-0.97%
3/11/2019,46.1,45.3,46.17,45.16,1.56M,0.33%
3/12/2019,46.31,46.22,46.65,46.16,1.29M,0.46%
3/13/2019,46.66,46.57,46.84,46.46,920.64K,0.76%
3/14/2019,46.12,46.23,46.24,45.95,778.14K,-1.16%
3/15/2019,46.25,46.21,46.53,46.05,848.00K,0.28%
3/18/2019,46.08,46.25,46.28,45.98,632.76K,-0.37%
3/19/2019,45.53,46.2,46.33,45.49,2.23M,-1.19%
3/20/2019,43.28,44.04,44.11,43.01,3.73M,-4.94%
3/21/2019,44.01,43.09,44.12,43.05,1.39M,1.69%
3/22/2019,42.03,42.73,42.73,42.02,1.58M,-4.50%
3/25/2019,42.15,42.1,42.48,41.91,954.87K,0.29%
3/26/2019,42.73,42.75,43.27,42.48,1.32M,1.38%
3/27/2019,42.79,42.87,43.06,42.57,1.70M,0.14%
3/28/2019,42.4,42.69,42.72,42.16,978.46K,-0.91%
3/29/2019,42.24,42.3,42.36,41.98,908.70K,-0.38%
4/1/2019,42.98,42.68,43.02,42.63,1.00M,1.75%
4/2/2019,42.17,42.31,42.53,42.06,1.33M,-1.88%
4/3/2019,42.39,42.56,42.65,42.35,1.01M,0.52%
4/4/2019,42.52,42.05,42.64,42.03,2.38M,0.31%
4/5/2019,43.07,43.25,43.29,43.02,1.21M,1.29%
4/8/2019,46.6,43,46.92,42.96,8.33M,8.20%
4/9/2019,46.19,46.63,46.8,45.81,4.27M,-0.88%
4/10/2019,46.08,45.86,46.23,45.86,1.03M,-0.24%
4/11/2019,46.25,46.07,46.42,45.99,1.16M,0.37%
4/12/2019,46.99,46.86,47.15,46.75,984.83K,1.60%
4/15/2019,47.31,47.03,47.66,46.93,1.70M,0.68%
4/16/2019,47.95,47.89,48.13,47.72,1.07M,1.35%
4/17/2019,47.74,48.12,48.28,47.56,2.35M,-0.44%
4/18/2019,47.86,47.78,48.03,47.57,1.08M,0.25%
4/22/2019,47.61,47.61,47.66,47.27,1.34M,-0.52%
4/23/2019,48.3,47.72,48.41,47.62,2.08M,1.45%
4/24/2019,46.46,46.56,46.74,46.39,2.12M,-3.81%
4/25/2019,46.66,46.83,46.88,46.43,1.77M,0.43%
4/26/2019,50.24,48.35,50.92,48.2,3.85M,7.67%
4/29/2019,50.25,49.99,50.5,49.71,1.20M,0.02%
4/30/2019,50.37,50.13,50.55,50.03,1.49M,0.24%
5/1/2019,51.36,50.39,51.87,50.39,2.18M,1.97%
5/2/2019,51.46,51.27,51.76,51.05,1.35M,0.19%
5/3/2019,52.25,51.63,52.47,51.5,2.70M,1.54%
5/6/2019,51.22,51.15,51.49,50.6,2.23M,-1.97%
5/7/2019,48.89,49.01,49.25,48.61,3.31M,-4.55%
5/8/2019,48.75,48.65,49.08,48.4,1.22M,-0.29%
5/9/2019,48.75,48.12,49.1,48.1,1.90M,0.00%
5/10/2019,49.7,48.99,49.86,48.4,2.15M,1.95%
5/13/2019,48.03,48.5,48.66,47.87,1.48M,-3.36%
5/14/2019,48.44,48.15,48.54,48.05,1.15M,0.85%
5/15/2019,49.94,49.48,50.08,49.03,2.18M,3.10%
5/16/2019,52,50.92,52.33,50.25,5.30M,4.12%
5/17/2019,52.61,53.22,53.61,52.38,3.32M,1.17%
5/20/2019,52.2,52.54,52.88,52.01,2.02M,-0.78%
5/21/2019,51.03,51.23,51.23,50.56,1.45M,-2.24%
5/22/2019,50.49,50.63,50.72,50.37,1.13M,-1.06%
5/23/2019,48.34,48.48,48.57,48.13,1.89M,-4.26%
5/24/2019,48.98,48.67,49.18,48.67,814.18K,1.32%
5/28/2019,49.17,49.71,49.73,49.09,879.47K,0.39%
5/29/2019,48.23,48.46,48.47,48.01,869.65K,-1.91%
5/30/2019,48.53,48.55,48.79,48.3,613.10K,0.62%
5/31/2019,48,47.98,48.1,47.71,1.09M,-1.09%
6/3/2019,47.78,48.01,48.36,47.7,849.63K,-0.46%
6/4/2019,48.13,47.63,48.16,47.29,1.01M,0.73%
6/5/2019,48.11,48.5,48.5,47.73,764.15K,-0.04%
6/6/2019,47.45,47.64,47.76,47.33,1.16M,-1.37%
6/7/2019,48.86,48.14,49.1,48.14,1.15M,2.97%
6/10/2019,49.62,49.66,49.8,49.16,1.71M,1.56%
6/11/2019,49.82,49.88,50.12,49.67,1.06M,0.40%
6/12/2019,49.38,49.17,49.53,49,1.58M,-0.88%
6/13/2019,49.67,49.41,49.86,49.39,1.20M,0.59%
6/14/2019,51.33,50.54,51.56,50.43,3.74M,3.34%
6/17/2019,52.1,51.74,52.67,51.74,2.56M,1.50%
6/18/2019,52.21,52.29,52.57,52.1,1.70M,0.21%
6/19/2019,52.98,52.93,53.17,52.58,2.28M,1.47%
6/20/2019,53.94,54.05,54.12,53.29,1.68M,1.81%
6/21/2019,53.24,52.99,53.65,52.71,2.48M,-1.30%
6/24/2019,53.15,53.54,53.73,53.12,1.53M,-0.17%
6/25/2019,52.55,52.56,53.05,52.51,1.87M,-1.13%
6/26/2019,52.46,52.66,52.85,52.01,1.08M,-0.17%
6/27/2019,52.7,52.54,52.78,52.21,1.03M,0.46%
6/28/2019,52.39,52.84,52.84,52.19,886.33K,-0.59%
7/1/2019,53.71,53.56,53.82,52.98,1.91M,2.52%
7/2/2019,53.68,53.27,53.7,53.13,1.39M,-0.06%
7/3/2019,54.72,54.21,54.81,54.19,784.10K,1.94%
7/5/2019,55.03,54.39,55.11,54.38,1.47M,0.57%
7/8/2019,54.66,54.9,54.92,54.66,1.69M,-0.67%
7/9/2019,54.38,54.13,54.51,53.9,1.31M,-0.51%
7/10/2019,54.78,55.11,55.2,54.67,833.89K,0.74%
7/11/2019,55.02,54.99,55.21,54.89,2.80M,0.44%
7/12/2019,55.77,55.68,55.99,55.55,770.12K,1.36%
7/15/2019,55.77,56,56.05,55.65,917.67K,0.00%
7/16/2019,53.99,54.16,54.51,53.69,1.46M,-3.19%
7/17/2019,54.37,54.78,54.8,54.17,1.03M,0.70%
7/18/2019,53.95,53.65,54.05,53.41,836.39K,-0.77%
7/19/2019,53.66,54.31,54.33,53.65,400.69K,-0.54%
7/22/2019,53.8,54.02,54.05,53.68,965.22K,0.26%
7/23/2019,54.41,54.28,54.47,54.03,730.23K,1.13%
7/24/2019,55.1,54.87,55.21,54.75,1.12M,1.27%
7/25/2019,54.55,54.5,54.76,54.31,1.38M,-1.00%
7/26/2019,54.8,54.8,54.93,54.59,1.63M,0.46%
7/29/2019,54.7,54,54.84,54,3.00M,-0.18%
7/30/2019,57.1,56.06,57.41,56.02,3.20M,4.39%
7/31/2019,56.86,57,57.29,56.27,1.44M,-0.42%
8/1/2019,55.85,56.45,57.29,55.66,2.24M,-1.78%
8/2/2019,54.98,55.3,55.45,54.66,1.27M,-1.56%
8/5/2019,53.65,53.83,53.83,53.31,1.87M,-2.42%
8/6/2019,55,54.78,55,54.33,1.19M,2.52%
8/7/2019,55.53,55.48,55.84,54.93,2.39M,0.96%
8/8/2019,56.25,55.41,56.34,55.3,1.50M,1.30%
8/9/2019,56.11,56.48,56.59,55.71,426.22K,-0.25%
8/12/2019,55.6,56,56.05,55.42,504.77K,-0.91%
8/13/2019,56.26,55.7,56.64,55.51,1.15M,1.19%
8/14/2019,54.32,55.23,55.26,54.13,1.27M,-3.45%
8/15/2019,55.02,54.7,55.22,54.58,872.84K,1.29%
8/16/2019,55.73,54.84,55.96,54.84,1.25M,1.29%
8/19/2019,55.72,55.72,55.98,55.61,934.85K,-0.02%
8/20/2019,55.66,56,56.02,55.59,378.05K,-0.11%
8/21/2019,56.65,56.33,57.06,56.2,1.05M,1.78%
8/22/2019,54.77,55.17,55.38,54.39,1.58M,-3.32%
8/23/2019,53.84,54.8,55.06,53.66,1.31M,-1.70%
8/26/2019,55.52,55.53,55.99,55.45,1.18M,3.12%
8/27/2019,55.51,55.71,55.98,55.31,726.36K,-0.02%
8/28/2019,55.61,55.22,55.71,55.14,502.28K,0.18%
8/29/2019,56.72,56.33,57.6,56.33,917.71K,2.00%
8/30/2019,56.91,57.11,57.17,56.57,357.04K,0.33%
9/3/2019,57.43,57.22,57.77,57,860.06K,0.91%
